Country,Code,Year,Other sources (tonnes),Waste (tonnes),Industry (tonnes),Residential & commercial (tonnes),Transport (tonnes),Agriculture (tonnes),Forestry (tonnes),Land use sources (tonnes),Energy (tonnes)
South Korea,KR,2004,2279013.6,13892439.3,52540769.3,67040038.8,91400004.5,12619452.1,-43266666.7,2466513,314037798.5
South Korea,KR,2005,2149971.9,14015029.6,50314523.2,69907102.5,87420755.4,12937328.9,-43266666.7,2559459.6,315759139.1
South Korea,KR,2006,2129168.1,14113654.8,52800408.4,63998956.1,86500624.2,12454899.8,-48400000,2635270.2,325712847.4
South Korea,KR,2007,2122078.6,13974613,53963505.7,62178900.7,88777039.3,12977368.2,-48400000,2754436.7,334071663.8
South Korea,KR,2008,2063742.8,12180168.2,52721522.1,60052631.7,84405812.9,12818045.7,-48400000,2873496.1,363359827.6
South Korea,KR,2009,2125851.1,12143151.5,37150289.7,58849607.3,85424877.4,12848736,-48400000,2986752.6,387385464
South Korea,KR,2010,2240793.6,12224838.3,36686453.9,62081859.8,87001608.3,13051279.9,-48400000,3107057.8,426128009.6
Kuwait,KW,1990,132770.4,582456.4,1824774.6,1413248.9,3682462.1,195202.2,-31205.2,0,26885690.9
Kuwait,KW,1991,215591.7,546926.7,1392880.9,395683.3,3914790.3,63132.3,-31205.2,0,13248475.5
Kuwait,KW,1992,169018.1,576438.8,1729488.2,2062022.8,4441487.6,74367.7,-31205.2,0,28139169.1
Kuwait,KW,1993,174245.7,604675.5,2031163,2307892,4674495.6,141012.8,-31205.2,0,35766481.2
Kuwait,KW,1994,193837.4,617919.4,2361742.6,2527668.8,4923938.5,175475.8,-31205.2,0,43456687.1
Kuwait,KW,1995,206833.5,644797.6,2872254,2817625,5369160.9,207566.6,-31205.2,0,44570385.8
Kuwait,KW,1996,200883.2,646655.8,2843680.1,2871904,5455924.1,261270.6,-31205.2,0,44108423.8
Kuwait,KW,1997,203725,676667.9,2936193.1,2959290.8,5659491.2,263680.3,-31205.2,0,46523081.7
Kuwait,KW,1998,227930.7,710401.7,2687260.6,2948696.5,5797008.7,276623.1,-31205.2,0,50887540
Kuwait,KW,1999,237173.6,727014.5,2749055.9,3048936.1,5945732.8,307858.3,-31205.2,0,51754297.6
Kuwait,KW,2000,230613.7,750808.6,2985792.2,331965.2,5910000,310638.7,-31205.2,0,54294853.4
Kuwait,KW,2001,218374.1,755412.2,2838948.1,346004.5,6000000,342064.1,-32794.4,0,53127995.5
Kuwait,KW,2002,215744.4,753476.2,3471062.1,356016.4,6360000,498760.5,-32794.4,0,51279482.3
Kuwait,KW,2003,254823,797820.8,3761632.5,369044.8,6970000,390153.3,-32794.4,0,61979492
Kuwait,KW,2004,284603.5,841255.5,4316380.1,375077.9,7450000,380459.1,-32794.4,0,68615955.2
Kuwait,KW,2005,322652.5,836026.6,4452846.7,431219.1,8120000,680198.3,-32794.4,0,76957225.1
Kuwait,KW,2006,291953.2,856476.8,4638183.3,434235.6,9400000,523628.7,-41644.4,0,71256633.2
Kuwait,KW,2007,281229.3,865864.6,4945237.2,470363.9,9690000,362842.4,-41644.4,0,69717779.7
Kuwait,KW,2008,283814.7,882160,5221284,516574.4,10000000,457056.2,-41644.4,0,72066507.1
Kuwait,KW,2009,319015.4,899771.9,5449771.7,503534.5,11200000,374335.9,-41644.4,0,75616699.5
Kuwait,KW,2010,335185.6,932468.5,5717357.7,527608.2,11200000,381425,-41644.4,0,81631903.8
Cayman Islands,KY,1990,4267,14209.8,1672,151739.8,40879.4,3495,-35800.7,0,77760.5
Cayman Islands,KY,1991,4827,14870.6,1752,149372.7,47090.6,2743.5,-35800.7,0,83293.3
Cayman Islands,KY,1992,5075.3,15499.5,1833.4,136557.9,49901.4,2548.3,-35800.7,0,89279.9
Cayman Islands,KY,1993,4437.3,16104.9,1916.2,110575.9,44156.2,2418.6,-35800.7,0,82332.8
Cayman Islands,KY,1994,5415.3,16693.6,2000.8,122272.2,49398.9,3194.1,-35800.7,0,100257.1
Cayman Islands,KY,1995,5858.9,17161.4,2087.3,137408.9,54146.9,3275.7,-35800.7,0,109901.4
Cayman Islands,KY,1996,5711.7,17653.4,2175.4,134315.6,54575.2,3311.6,-35800.7,0,111044.1
Cayman Islands,KY,1997,5520.9,18162.6,2264.3,68510.3,55023.3,3338.5,-35800.7,0,121017.2
Cayman Islands,KY,1998,7993.3,18702.1,2352.5,41347,120044.5,3549.3,-35800.7,0,118585.9
Cayman Islands,KY,1999,8269.7,19228.1,2437.9,47617.3,129758.1,3578.6,-35800.7,0,124763.2
Cayman Islands,KY,2000,7669.4,19762.3,2520.5,30578.9,123900.6,3650.6,-35800.7,0,119955.3
Cayman Islands,KY,2001,7347.8,20243.7,2593.6,34353.7,122001.8,3749,-23843.8,0,117473.9
Cayman Islands,KY,2002,7238.7,20740.8,2666.5,36351.9,124159.2,3785.8,-23843.8,0,117702.5
Cayman Islands,KY,2003,7026.3,21190.4,2728.2,39204.1,122816.2,3910.9,-23843.8,0,115057.1
Cayman Islands,KY,2004,7985.7,21596.8,2788.7,38418.9,139055.8,3933.4,-23843.8,0,133875.6
Cayman Islands,KY,2005,7888.5,22077.8,2849,35482.4,141075.3,3936.5,-23843.8,0,135032.4
Cayman Islands,KY,2006,7904.5,22631.4,2910.6,36976.4,142204.8,4029.3,121088.1,0,136136.4
Cayman Islands,KY,2007,8268.2,23345.4,2962,51090.5,148284.3,4776.8,121088.1,0,142257.5
Cayman Islands,KY,2008,8690.5,24161.8,3024.4,56014.9,154388.9,5224.5,121088.1,0,148475.1
Cayman Islands,KY,2009,8957.9,24952.7,3086.9,62859.1,159493.4,4439.3,121088.1,0,153616
Cayman Islands,KY,2010,9225.3,25831.4,3149.4,69803.2,163597.6,4342.6,121088.1,0,157766.9
Kazakhstan,KZ,1992,2168140.9,3704432,16256514,36776317.7,16338600.5,32494390.9,297000,1314638.1,235161420.8
Kazakhstan,KZ,1993,2339276.2,3775540.5,14748900.2,25432587.2,13605913,32208614.6,297000,1315896.3,208131064.9
Kazakhstan,KZ,1994,1982613.8,3818242.7,9906642.2,20254104.1,9315181.1,30999020.2,297000,1317158.7,189975336.9
Kazakhstan,KZ,1995,1311255.4,3813672,10161944.8,22290517.7,9466712.2,26173591.1,297000,1318425.4,160418367.4
Kazakhstan,KZ,1996,4827218.3,3861107.5,8877719.6,18479324.8,8458502.9,22824507.4,297000,1301962.9,143019085.9
Kazakhstan,KZ,1997,1944298.9,3939881.2,10229753.1,15771557.6,7248401.2,19470959.5,297000,1540090.1,125993249.6
Kazakhstan,KZ,1998,1494392.6,3927279.6,8728521,16401610.4,8197753.9,16119621.9,297000,1329875.2,129252895.8
Kazakhstan,KZ,1999,866374.8,3978946.8,11023878.4,15596500.9,5983141.6,14563278.4,297000,1275834.4,116225062.5
Kazakhstan,KZ,2000,1236216.1,4087893.7,8876942.5,16126363.7,5747812,14187549.6,297000,1293855.9,133449922.9
Kazakhstan,KZ,2001,1421011.8,4244763.5,9959532.7,15606845,5018208.6,15003932.5,-132000,4430307.3,137826411.6
Kazakhstan,KZ,2002,2336614,4450254.8,10468254.6,17720297.6,6780485.4,21850217.8,-132000,4420837.4,146745372.3
Kazakhstan,KZ,2003,1574025.2,4644247.2,10857640.6,20692686.9,5027186.5,16796140.9,-132000,4447816.7,162838005.9
Kazakhstan,KZ,2004,1602530.8,4825248.8,11982338,23531410.5,10620922.6,19366882.2,-132000,4504165.4,172299101.9
Kazakhstan,KZ,2005,1431836.2,5001216,12235113.1,29897248.6,10476655.5,20093990.8,-132000,4473872.6,176262933.8
Kazakhstan,KZ,2006,1416998.7,5185248.2,12775268.4,34813064.9,11513453.2,21820644,0,974162.4,194248979.7
Kazakhstan,KZ,2007,1303310,5367653,12982161.1,39792393.3,12860130.6,19080156.2,0,981287.5,194208032.1
Kazakhstan,KZ,2008,1176810.3,5518682.8,13335436.4,45922451.8,13606968.8,20654085.7,0,1122366.3,199848179.4
Kazakhstan,KZ,2009,842008.2,5669847.3,12638847.7,37941869.4,11585887.1,19931385.5,0,845959.5,179821610.6
Kazakhstan,KZ,2010,1314574,5811210,13102358.4,66226444.6,12156842,22722175.8,0,1102727.9,188248422.6
Lebanon,LB,1990,57381.4,493296.4,441208.4,1502011.3,1863108.5,444693.8,0,22.5,3189946.4
Lebanon,LB,1991,69694.6,503515.5,438744,2354037.1,2330343.4,469924.8,0,22.5,3555629.3
Lebanon,LB,1992,81572.4,518933.4,1019681.8,1887061,3232876.7,488389.7,0,22.5,2835771.5
Lebanon,LB,1993,100560.3,534908.5,1210442.6,1570190.7,3769665.8,520223.1,0,22.5,4918049.5
Lebanon,LB,1994,100712.1,551334.3,1363839.5,1864136.3,3540999.3,477393.5,0,22.5,5675867.6
Lebanon,LB,1995,113564.2,566659.3,1589695.5,1918605.5,4179859.1,555674.5,0,22.5,6556881.3
Lebanon,LB,1996,121333.8,582281,1678671.4,1676463,4333060.2,565835.1,0,0,7641033.6
Lebanon,LB,1997,127796,601304.8,1224031.5,2243983.1,4140041,572554.3,0,0,9277632.5
Lebanon,LB,1998,126982.2,612115.2,1485814.9,1855304.4,4443942.7,594111.6,0,428.1,9109342.3
Lebanon,LB,1999,119612.6,625664.3,1209457,1936562.8,4232089.7,591179.5,0,0,9435339.5
Lebanon,LB,2000,104002.7,640777.6,1245494.7,1884490.6,3980000,598620.2,0,0,8366943.1
Lebanon,LB,2001,98107,654763.7,1265515,2165185.5,3730000,632157.4,-49050.1,0,9574199.2
Lebanon,LB,2002,99230.5,670171.2,1235521.7,1975052.5,3720000,582963.8,-49050.1,0,9636755
Lebanon,LB,2003,106756.5,686003.5,1675515.5,2366022.7,3980000,572337.6,-49050.1,0,10806450.8
Lebanon,LB,2004,92899.6,701352.3,1865526.9,2245759.5,3990000,585811.5,-49050.1,0,9153344
Lebanon,LB,2005,98738.2,716689.5,1935525.9,1945136.6,4010000,536738.1,-49050.1,0,10025450
Lebanon,LB,2006,82018.3,732040.4,1835685.8,1694562.4,3840000,540014.9,-53533.3,0,7984689.6
Lebanon,LB,2007,68960.1,747441.5,2015837.4,1233507.9,3000000,565532.5,-53533.3,0,7281683
Lebanon,LB,2008,82278.8,763693.3,2025999.1,1704993.1,3680000,598348.3,-53533.3,0,9272096.6
Lebanon,LB,2009,93610.6,780844,2026150.5,1700619.3,4240000,619494.5,-53533.3,0,9391993.9
Lebanon,LB,2010,89069.4,798683.1,2236311.8,656233.7,4180000,619513.7,-53533.3,0,9971464
Sri Lanka,LK,1990,61411.1,2485747.4,337439.2,1355609.9,2506768.9,6265585.6,2163333.3,4288802.8,660134.1
Sri Lanka,LK,1991,66742.3,2545696,356044.1,1574719.5,2524668.9,5756696.9,2163333.3,4285205.3,794304.3
Sri Lanka,LK,1992,81002.9,2596187.7,324862.1,1670433.3,2808314.5,5929125.9,2163333.3,4281578.7,1505335.9
Sri Lanka,LK,1993,78091.6,2642519.1,284018.7,1718524.3,3003760.3,6126996.5,2163333.3,4277922.7,1175837.2
Sri Lanka,LK,1994,84411.1,2699058.6,495216.1,1834455.6,3492716.3,6377961.2,2163333.3,4274236.9,1170805.9
Sri Lanka,LK,1995,84735.5,2760657.9,482392.7,1925632.7,3704311.9,6277461.2,2163333.3,4270520.8,953363.8
Sri Lanka,LK,1996,127083.1,2801661.1,494807.7,1963228.8,5089874.2,5628389.7,2163333.3,4285481.3,2106855
Sri Lanka,LK,1997,127746.1,2855394.5,510298.4,1654717.2,4679030.4,5622865.7,2163333.3,4255099.1,2472422.9
Sri Lanka,LK,1998,121409.3,2903176.2,467509.9,1679239,4886104.8,4934464.1,2163333.3,4273772.1,2477327.2
Sri Lanka,LK,1999,140129.4,2965201.7,512310,1761449.9,5411057.6,5349429.4,2163333.3,4280972.3,2723529.1
Sri Lanka,LK,2000,179391.4,3005920.3,527513.8,1743595.4,5403376.9,5145145.7,2163333.3,4249252.1,4118216.8
Sri Lanka,LK,2001,175987.8,3059560.2,569351.3,1744336.2,5269690.1,4961100.7,3402666.7,4974150.1,3980490.6
Sri Lanka,LK,2002,176497,3102725.1,527168.4,1757343.4,5341837.5,5228064.8,3402666.7,4984736.1,4482362.4
Sri Lanka,LK,2003,181274.8,3146472.2,588865.7,1631773.4,5656460,5244578.1,3402666.7,4989047.7,5122189.8
Sri Lanka,LK,2004,221254.2,3188534.5,692642.8,1670244.3,6066024.2,4908318.3,3402666.7,4966781.4,5865863.5
Sri Lanka,LK,2005,225267,3232028.1,733300.3,1706186.1,6321157.6,5561360.8,3402666.7,4955748.8,6418781
Sri Lanka,LK,2006,189266.6,3276617.9,769856.1,1682591.1,5996979.9,5535290.2,850666.7,3653763.7,5383293.8
Sri Lanka,LK,2007,214689.1,3327471.2,805314.8,1598418.6,6580825.8,5248256.6,850666.7,3648921.2,6019078.1
Sri Lanka,LK,2008,213045.1,3382682.3,839973.6,1477808.4,6535477.8,6161616.3,850666.7,3660199.2,5964404.8
Sri Lanka,LK,2009,214573.9,3440739,842534.7,1429653.8,6204874.7,5739248.7,850666.7,3668121.9,6089649.6
Sri Lanka,LK,2010,234057.2,3502949.4,922085.8,1571874.3,7786889.7,6046908.4,850666.7,3653214.4,6094583.3
Lithuania,LT,1992,135021.6,1174194.7,2082077.3,3887120.3,4118853,8630241.1,-4216666.7,6382013.4,12939278.5
Lithuania,LT,1993,111495.5,1144929,1287341.9,3426188.5,3150796.7,6983107.1,-4216666.7,6382013.4,10591701.7
Lithuania,LT,1994,106083.3,1170712.6,1570303.7,3141531.7,2478031.5,6197398.5,-4216666.7,6382013.4,10592395.6
Lithuania,LT,1995,99725.9,1214142.8,1972431.3,2742708.9,3018492.5,5667587.2,-4216666.7,6382013.4,9548505.2
Lithuania,LT,1996,103334.9,1239234.8,2164966.7,2486744.2,3321067.8,5770985.6,-4216666.7,6380095.1,10011778.5
Lithuania,LT,1997,105010.8,1247612.8,2099079.1,2167627.9,3724367.7,5757086.8,-4216666.7,6380998.6,9638851.3
Lithuania,LT,1998,103090.2,1279090.9,2585661.6,1903601.2,3923844.7,5687837.7,-4216666.7,6379385.7,10563784.5
Lithuania,LT,1999,95450.7,1319080.2,2506981.8,1720519.9,3498575.2,5434852.8,-4216666.7,6394424.6,8709580.3
Lithuania,LT,2000,80112,1367955.5,2646189.2,1493971.7,3105957.3,5301067,-4216666.7,6379741.3,7635988.6
Lithuania,LT,2001,81889.1,1428630.8,2918895.6,1434770.8,3398686.3,4892042.9,-3813333.3,6381663.1,8153191.5
Lithuania,LT,2002,114380.8,1568200.4,3128591.3,1497761.4,3528727.4,4388546.7,-3813333.3,6383442.6,8026554.4
Lithuania,LT,2003,88871.4,1482893.7,3272245.1,1527168.1,3584002.2,4610341.2,-3813333.3,6379171.9,7893027.5
Lithuania,LT,2004,88420.3,1480631.7,3511049.1,1522717.1,3865755.5,4775525.9,-3813333.3,6375904.1,7997448
Lithuania,LT,2005,90080.4,1491803.5,3920902.4,1611572.2,4080543.1,4394538.6,-3813333.3,6389203.3,8353090.6
Lithuania,LT,2006,89456,1506269.3,4167203.2,1737576.3,4362486.8,4529974.5,-5793333.3,6386305.9,8177804.3
Lithuania,LT,2007,93699.2,1522611.6,5861628.5,1662355.8,5055449,4434165.2,-5793333.3,6375606.4,7466327.2
Lithuania,LT,2008,98709.8,1541070.3,5816118.2,1594450.9,5990911.5,4502500.2,-5793333.3,6379581.4,7547454.7
Lithuania,LT,2009,82479.8,1539576.2,4447091.9,1507983.6,4956574.6,4568583.3,-5793333.3,6381805.8,7049460.5
Lithuania,LT,2010,86491.7,1545936.2,5039029.1,1718644.2,5139463.6,4833957.3,-5793333.3,6375584.3,7617803.5
Libya,LY,1990,197330.4,832552.4,2938392.1,1367273,6189511.4,2126691.1,0,0,47469020.1
Libya,LY,1991,199099.8,854537.4,2798754.1,1486107.7,6236948.3,2095145.9,0,0,47449270
Libya,LY,1992,201462.9,876972.3,2513005.3,1554129.2,6327251.6,1969031.5,0,0,41819663.1
Libya,LY,1993,218819.5,900516,2474851.1,1666888.5,7441251.8,1952364.4,0,0,40675843.2
Libya,LY,1994,262858.3,966701.2,2789310,1857718.3,8838393.3,1872583.8,0,0,43936134.1
Libya,LY,1995,290675.8,1028847.3,2945826.6,2009681.9,9512548.3,1962118,0,0,47042399
Libya,LY,1996,288472.7,1044757.3,3599764.9,2141321,9491317.7,1958316,0,0,48336235
Libya,LY,1997,291837.1,1062177.2,3172063.3,2229926.2,9407519.7,1865887,0,0,44909318.4
Libya,LY,1998,306664.6,1092363.9,3380726.4,2258763.6,9758180,2014341,0,0,44006993
Libya,LY,1999,316644.5,1099784,3478985.3,2432237.7,10090278.7,2000053.2,0,0,40333447
Libya,LY,2000,329751.1,1126023.7,3505532.6,2467373.6,10708869.2,1731902.7,0,0,43365683.5
Libya,LY,2001,334923.9,1138394.7,3446386.1,2527573.8,10808869.2,1741641.3,0,0,42671803.1
Libya,LY,2002,343691.1,1162177.4,3618199.5,2587681.8,10905912.8,2133676.6,0,0,43151796.3
Libya,LY,2003,356855,1211833.7,3763555.5,2637719,10905912.8,1999766.7,0,0,47795131.1
Libya,LY,2004,340631.3,1235562.8,3932074.9,2707872.2,9875912.8,2251103.7,0,0,48913194.7
Libya,LY,2005,350163.3,1229759.9,3837523.8,2507116.1,9498869.2,2547526.3,0,0,50933687.5
Libya,LY,2006,349118,1241218.8,4595548.4,2506926.4,9630392.4,2474167.8,0,0,51473234.3
Libya,LY,2007,358515.4,1245830.8,4640311.1,2587243.8,9992612.2,2806607.4,0,0,50691596.7
Libya,LY,2008,400896.2,1254892.8,4986529.7,2607359.8,11514428.7,2644802.9,0,0,51937018.6
Libya,LY,2009,439767.4,1285685.6,4838935.1,2166833.5,13516245.2,2677374.8,0,0,52487381.9
Libya,LY,2010,454156.5,1245748.6,5436640.3,2297972,13618161.7,2532865.4,0,0,54153120.9
Morocco,MA,1990,117472.8,3316820.7,2724016.1,7300465.6,1185529.3,11403939.1,-8800000,90436.4,12295182.7
Morocco,MA,1991,120953.3,3397489.2,2914280.8,7947965.6,1197166.4,11055693.5,-8800000,91432,12586291.2
Morocco,MA,1992,125514.1,3453344.9,3082420.9,9047269.9,1243665.4,10451806.5,-8800000,92426,12965423.8
Morocco,MA,1993,149166.6,3551311.9,3040189.6,9563398.9,1727808,9364667.8,-8800000,93418.5,12679601
Morocco,MA,1994,150948.1,3657321.3,3036385.9,9765444.3,1727818.7,9950861.1,-8800000,94409.5,14123026.3
Morocco,MA,1995,146704.5,3748191.1,3073531.7,10155808.2,1652285.4,9460878.5,-8800000,95398.8,14378563.6
Morocco,MA,1996,142121,3872613.1,3134037.3,10309906.8,1646700.2,10432324.4,-8800000,96831.7,13828272
Morocco,MA,1997,145014.1,3964112.5,3408152.3,10494735.5,1664169.9,10624161.9,-8800000,97109.8,14396407.5
Morocco,MA,1998,149867.1,4079899.6,3455740.8,11241157.4,1712903.4,10706824.1,-8800000,98253.6,15085683.6
Morocco,MA,1999,159296.8,4175051.2,3475014,11975578.6,1822666.8,11164905.3,-8800000,100433.4,16365194.8
Morocco,MA,2000,159364.9,4251062.4,3708837.4,13796690.2,1814684,11409303.8,-8800000,99300.7,16393152.5
Morocco,MA,2001,165878.4,4363591.6,4495978.2,14507470.3,1832973,11456132.5,-9533333.3,0,17837322.1
Morocco,MA,2002,148846.6,4464140,4552191.8,14713941.1,1272721.1,11697090.3,-9533333.3,0,18488907.2
Morocco,MA,2003,147555.5,4561687.9,4597360.6,15126589.9,1200000,11786858.7,-9533333.3,0,18052633.8
Morocco,MA,2004,235409.5,4661333.8,4801896.6,16037987.7,8730000,12154089,-9533333.3,393.2,20715100.2
Morocco,MA,2005,250628.8,4762725.4,4778311,16860317.2,9090000,12511248.7,-9533333.3,2144.5,23535372.3
Morocco,MA,2006,248854.9,4868867.9,4725840.9,17671379.4,9360000,12994315.1,733333.3,11027.8,23540192.1
Morocco,MA,2007,253536.2,4908697.3,4689489.8,18596266.5,9940000,12323232.8,733333.3,189.7,23917943.1
Morocco,MA,2008,235875,4919011.5,4632828.7,19528296.8,8770000,12467844.7,733333.3,379.8,23602486.3
Morocco,MA,2009,368520.9,4862537.2,4635864.6,20143661.7,9280000,12323965.2,733333.3,0,22131695.4
Morocco,MA,2010,476839.5,4897184,5086710.7,24362987,8580000,12630858.4,733333.3,0,24023895.2
Moldova,MD,1992,105479.4,558308.7,539206.9,3489199.9,2277763,3760744.7,-1400666.7,166793,15857091.8
Moldova,MD,1993,84329.8,554380.3,243643.2,4042262.6,1447774.8,3713524.5,-1400666.7,166793,12649668.8
Moldova,MD,1994,60661.9,534008.1,196478.5,3768370.6,1179592,3469880.7,-1400666.7,166793,9870071.2
Moldova,MD,1995,50325.4,527424.8,195851.3,3816473.4,1082563.9,3371193.7,-1400666.7,166793,7766804.4
Moldova,MD,1996,54505.8,525257,197914.3,2547442.4,1172082.3,3073390.6,-1400666.7,166496.2,9461950.2
Moldova,MD,1997,48329.5,525882.6,231923.7,2611129.4,989056.8,2636449.2,-1400666.7,166476.1,8904132.7
Moldova,MD,1998,46314.2,524632,205448.5,2256268.1,747955.4,2240439.7,-1400666.7,166476.7,8330006.5
Moldova,MD,1999,43154.6,518294.6,190393.7,1903372.1,519896.2,1984014.1,-1400666.7,166459.1,6763129.4
Moldova,MD,2000,33025.3,516858.8,283529.7,1539132.1,512358.5,1858322.1,-1400666.7,166189.3,6155353.2
Moldova,MD,2001,57517.7,520324.2,276349.5,1606722.9,498593.7,1925298.5,-1034000,166106.5,6586278.1
Moldova,MD,2002,38123.4,824932.3,302134.4,1804925.6,731304.1,1896098.8,-1034000,166106.5,5833386.7
Moldova,MD,2003,37736.6,907234.8,295567.4,2017288.3,900337.8,1848578.5,-1034000,169982.7,6168166.1
Moldova,MD,2004,42775.9,902817.3,385944.1,2393778,880369.6,1842170.8,-1034000,166106.5,5963870.8
Moldova,MD,2005,47757.3,898631.6,476862.3,2399494.3,932335.2,1730218,-1034000,166106.5,6295983.5
Moldova,MD,2006,36389.2,900721.6,545695.7,2190635.4,1014237.5,1654060.8,-1026666.7,166300.3,6018232
Moldova,MD,2007,37543.5,903059.1,535628.4,2047768.8,1166030.3,1588630,-1026666.7,166678.1,6106771.9
Moldova,MD,2008,24294.5,905594.1,507240.8,1894712.8,248093.6,1469863.6,-1026666.7,166106.5,6257147
Moldova,MD,2009,21414.5,874464.7,486763.6,2293386.5,208599.1,1342609.2,-1026666.7,166106.5,5948688.6
Moldova,MD,2010,21261.5,839744.4,515096.6,2371540.8,245582.4,1423744.1,-1026666.7,166106.5,6064490.6
Madagascar,MG,1990,339792.8,1281243,56682.4,882226.6,434267,21256009.4,33000000,40604288,854929.5
Madagascar,MG,1991,252290.4,1314981.8,59108.9,953077.5,428012.2,21195502.2,33000000,40598373.7,935655.5
Madagascar,MG,1992,494155.8,1358682.8,59221.1,967456.1,431277,21378807.3,33000000,40592401.4,1010043.1
Madagascar,MG,1993,201015.5,1400511.3,63141.6,1024758.5,454327.7,21650486,33000000,40586370.1,1087261.6
Madagascar,MG,1994,267018.8,1434590.1,75249,1092033.7,485032.5,21341782,33000000,40580278.9,1222670.8
Madagascar,MG,1995,280325.9,1479278.4,76579.9,1167321.7,531342.4,21454758.1,33000000,40574127.1,1335916.7
Madagascar,MG,1996,216861.1,1521226.3,86931.7,1185500.7,530113,21596807.5,33000000,41154156.6,1467891.2
Madagascar,MG,1997,198838,1561127.4,106136.4,1138625.1,543445.6,21307167.4,33000000,39938288.7,1462463.2
Madagascar,MG,1998,468044.2,1602521.8,74050,1074349.5,574837.2,21923097.9,33000000,41148320.5,1808170
Madagascar,MG,1999,454696.8,1645637.9,76822.4,1102472.2,603081,21475474.5,33000000,40514349.4,1533824.3
Madagascar,MG,2000,332541,1693354.7,81084,1272834.2,769848.5,20884997.9,33000000,38563063.8,1664249.6
Madagascar,MG,2001,406008.4,1732964.1,83308.3,1281128.8,850070.5,19708902.7,18333333.3,27687516.8,1594180.6
Madagascar,MG,2002,241998.9,1781495.5,76177.3,1290018.8,841442.1,18052340.2,18333333.3,24314783.5,2046069.5
Madagascar,MG,2003,368619.9,1829226.8,147862.6,1365757.4,780198,20155359.9,18333333.3,24938630.7,2085620.2
Madagascar,MG,2004,237303.4,1881295.5,136397.5,1372172.2,829608.3,18516297.8,18333333.3,26011182.1,2193809.1
Madagascar,MG,2005,415323.9,1936817.2,129504.6,1423376.1,886293.3,21794698.7,18333333.3,27672131.5,2291762.6
Madagascar,MG,2006,72327,1993522.7,130811.6,1428885,927386.7,20806178.7,27133333.3,45746615.3,2391423.4
Madagascar,MG,2007,61704.6,2052467.2,181474.4,1553292,956518.1,21891997,27133333.3,45747755.4,2478184.7
Madagascar,MG,2008,62933.4,2112757.6,181827,1609463.8,983631.5,21001919.1,27133333.3,43784338.3,2567992.5
Madagascar,MG,2009,68042.4,2174240.8,182904.5,1671491.5,1016744,22530861,27133333.3,46614257.4,2659832.9
Madagascar,MG,2010,71096.5,2237353.6,195171.9,1733521.5,1047856.4,22582239.8,27133333.3,45686826.6,2923481.3
Myanmar,MM,1990,5770692.3,4989611,526062.7,2198631.2,1273636.8,39841809.3,82866666.7,116848766.6,3864087.5
Myanmar,MM,1991,4385510.7,5109663.5,518345.7,2155110.4,1197051.7,39397039,82866666.7,116849944,3801183.2
Myanmar,MM,1992,8531006.2,5235343.5,546841.8,2447502.7,970920.6,41402427.7,82866666.7,116851147.8,4260936.5
Myanmar,MM,1993,5813972.2,5374683.6,513176.6,2686134.3,1504137,43217387.9,82866666.7,116852378.9,3702746
Myanmar,MM,1994,4461231.2,5495098.4,558414.4,2857739.2,1721581.1,44680113.6,82866666.7,116853638.3,4069363.2
Myanmar,MM,1995,5855578.8,5634186.8,576428.1,2932409.8,2593250.1,46182110.9,82866666.7,116854926.9,4581521.4
Myanmar,MM,1996,3104818.3,5783630.9,533789.3,2882100,2789078.8,46031672.9,82866666.7,116646348.5,4917315.7
Myanmar,MM,1997,3096089.2,5917854.5,560293,4048291.5,2282478.9,44980310.9,82866666.7,115588727.5,5477874.4
Myanmar,MM,1998,3270426.8,6056936.2,475242.8,4349874.1,2830913.9,45728023.4,82866666.7,119841906.6,5893031.5
Myanmar,MM,1999,5810256.8,6197396.5,485896.3,4787289.8,2871915.6,49011723.1,82866666.7,120231850.7,6769974.1
Myanmar,MM,2000,2014662.1,6349074.2,480020.4,4450616.4,3367832.8,50095827.1,82866666.7,115684890.1,7115525.8
Myanmar,MM,2001,5301124,6520627.9,410763.4,4585236.2,2661064.9,50349904,58666666.7,86930183.4,6793114.9
Myanmar,MM,2002,1735357.5,6704857.1,413713.5,4437097.3,3252352.2,50657231.5,58666666.7,85989388.9,7267442.5
Myanmar,MM,2003,1941235.1,6878522.8,445528,4950553.4,3622352.2,52419348.1,58666666.7,89135065.8,8820928.5
Myanmar,MM,2004,4008842.3,7030907.1,404225.6,5939535.3,3714704.4,53690803.6,58666666.7,100121100.8,10225624.1
Myanmar,MM,2005,1777896.5,7176171.5,454712.5,7928004.7,3817832.8,56695809.4,58666666.7,90477292,11728921.2
Myanmar,MM,2006,1064322.8,7325935.1,462925.5,7262893.2,3675468.1,60050750.1,58666666.7,90638434.6,11468611.3
Myanmar,MM,2007,1040268.5,7494393.4,477492,7411773.8,3885955,61650515.6,58666666.7,100297629.8,12127329.9
Myanmar,MM,2008,610658.1,7675779.6,504028.2,7418305.7,4095016.1,62337311.2,58666666.7,88285373.9,12050613
Myanmar,MM,2009,931630.7,7857285.5,507640.2,7491162.7,4277214.1,63426276.8,58666666.7,95018558.3,11340342.3
Myanmar,MM,2010,2216193.5,8051100.5,539231.8,6436718,4599502.3,64635501.5,58666666.7,99985852.7,12916316.2
